5	0	136	56	28	220	22582.063	103.5874541284
5	1	218	0	2	220	18960.6621	86.9755422018
5	2	133	55	32	220	23077.456	105.8598486239
5	3	132	46	42	220	22571.6592	103.539753211


AI ID,AI ID,Player 1 Wins,Player 2 Wins,Draws,Max Runs,Total Time,Average Time
5,2,1,1,0,2,181.024,90.5118
5,2,1,0,1,2,195.391,97.6954
5,2,1,1,0,2,265.403,132.702
5,2,0,2,0,2,163.376,81.6878
5,2,2,0,0,2,249.183,124.592
5,2,1,0,1,2,229.276,114.638
5,2,0,1,1,2,208.418,104.209
5,2,1,1,0,2,174.038,87.0191
5,2,1,0,1,2,213.158,106.579
5,2,2,0,0,2,229.088,114.544
5,2,2,0,0,2,174.969,87.4844
5,2,1,1,0,2,181.692,90.8458
5,2,1,1,0,2,182.857,91.4283
5,2,0,1,1,2,279.295,139.647
5,2,1,0,1,2,270.434,135.217
5,2,2,0,0,2,223.101,111.551
5,2,1,0,1,2,172.284,86.1418
5,2,2,0,0,2,217.47,108.735
5,2,2,0,0,2,227.5,113.75
5,2,1,1,0,2,292.358,146.179
5,2,1,0,1,2,199.99,99.9948
5,2,1,0,1,2,185.148,92.5742
5,2,1,1,0,2,182.859,91.4296
5,2,2,0,0,2,227.042,113.521
5,2,2,0,0,2,134.074,67.037
5,2,2,0,0,2,237.632,118.816
5,2,1,1,0,2,193.165,96.5826
5,2,2,0,0,2,208.074,104.037
5,2,1,1,0,2,134.321,67.1606
5,2,2,0,0,2,239.112,119.556
5,2,2,0,0,2,180.655,90.3273
5,2,2,0,0,2,171.719,85.8594
5,2,2,0,0,2,258.12,129.06
5,2,1,1,0,2,117.093,58.5463
5,2,2,0,0,2,166.235,83.1177
5,2,0,1,1,2,283.77,141.885
5,2,0,2,0,2,194.707,97.3536
5,2,1,1,0,2,202.755,101.377
5,2,0,2,0,2,194.664,97.3321
5,2,2,0,0,2,179.331,89.6655


5,3,1,0,1,2,176.229,88.1145
5,3,2,0,0,2,146.994,73.4969
5,3,1,0,1,2,268.892,134.446
5,3,1,0,1,2,283.306,141.653
5,3,1,0,1,2,227.793,113.897
5,3,2,0,0,2,232.485,116.242
5,3,2,0,0,2,287.44,143.72
5,3,2,0,0,2,246.669,123.335
5,3,1,0,1,2,129.633,64.8166
5,3,1,0,1,2,244.348,122.174
5,3,1,0,1,2,168.634,84.3172
5,3,1,1,0,2,190.555,95.2777
5,3,0,1,1,2,208.724,104.362
5,3,1,1,0,2,202.824,101.412
5,3,2,0,0,2,201.041,100.52
5,3,2,0,0,2,219.75,109.875
5,3,2,0,0,2,215.746,107.873
5,3,2,0,0,2,202.749,101.374
5,3,0,1,1,2,335.665,167.833
5,3,1,0,1,2,183.954,91.9768
5,3,1,0,1,2,221.177,110.588
5,3,1,1,0,2,257.537,128.769
5,3,2,0,0,2,215.523,107.762
5,3,1,0,1,2,184.5,92.2501
5,3,2,0,0,2,189.21,94.6051
5,3,0,2,0,2,163.554,81.7769
5,3,2,0,0,2,138.415,69.2076
5,3,0,1,1,2,260.321,130.161
5,3,1,0,1,2,194.255,97.1276
5,3,0,0,2,2,211.639,105.82
5,3,1,1,0,2,221.493,110.747
5,3,2,0,0,2,240.375,120.188
5,3,0,1,1,2,217.47,108.735
5,3,1,1,0,2,159.663,79.8317
5,3,2,0,0,2,165.067,82.5335
5,3,2,0,0,2,182.724,91.3621
5,3,0,1,1,2,261.55,130.775
5,3,0,1,1,2,183.15,91.575
5,3,2,0,0,2,206.406,103.203
5,3,2,0,0,2,165.504,82.7519
5,3,0,2,0,2,179.943,89.9713
5,3,2,0,0,2,99.5872,49.7936
5,3,1,0,1,2,230.435,115.217
5,3,0,2,0,2,206.885,103.443
5,3,2,0,0,2,193.551,96.7755
5,3,1,0,1,2,250.882,125.441
5,3,1,1,0,2,179.313,89.6563
5,3,2,0,0,2,276.516,138.258
5,3,2,0,0,2,219.391,109.695
5,3,1,0,1,2,240.206,120.103
5,3,2,0,0,2,241.128,120.564
5,3,2,0,0,2,174.588,87.2938
5,3,1,0,1,2,200.639,100.32
5,3,1,0,1,2,153.425,76.7126
5,3,1,0,1,2,173.248,86.6238
5,3,0,1,1,2,139.29,69.6451
5,3,2,0,0,2,160.85,80.4252
5,3,0,0,2,2,185.76,92.8799
5,3,2,0,0,2,201.231,100.616
5,3,1,1,0,2,181.983,90.9913
5,3,0,2,0,2,245.587,122.793
5,3,2,0,0,2,296.923,148.461
5,3,2,0,0,2,152.041,76.0203
5,3,2,0,0,2,172.941,86.4704
5,3,2,0,0,2,228.067,114.033
5,3,1,1,0,2,196.702,98.3509
5,3,2,0,0,2,170.154,85.077
5,3,0,1,1,2,167.48,83.7402
5,3,0,2,0,2,168.364,84.182
5,3,2,0,0,2,228.104,114.052
5,3,1,0,1,2,194.858,97.4291
5,3,1,0,1,2,140.466,70.233
5,3,1,0,1,2,172.685,86.3425
5,3,1,0,1,2,272.422,136.211
5,3,1,1,0,2,214.856,107.428
5,3,2,0,0,2,239.055,119.528
5,3,1,0,1,2,185.697,92.8483
5,3,1,1,0,2,233.95,116.975
5,3,2,0,0,2,133.772,66.8859
5,3,1,0,1,2,191.767,95.8833
5,3,2,0,0,2,192.181,96.0903
5,3,2,0,0,2,198.439,99.2193
5,3,0,1,1,2,276.807,138.404
5,3,2,0,0,2,234.41,117.205
5,3,1,1,0,2,171.832,85.916
5,3,2,0,0,2,247.479,123.739
5,3,1,1,0,2,197.397,98.6983
5,3,1,1,0,2,231.68,115.84
5,3,1,0,1,2,230.86,115.43
5,3,1,0,1,2,199.81,99.9051
5,3,1,1,0,2,212.596,106.298
5,3,2,0,0,2,189.665,94.8323
5,3,1,1,0,2,181.892,90.946
5,3,0,1,1,2,296.777,148.389
5,3,2,0,0,2,247.825,123.913
5,3,2,0,0,2,221.525,110.763
5,3,0,2,0,2,204.124,102.062
5,3,1,1,0,2,216.134,108.067
5,3,1,1,0,2,193.037,96.5185
5,3,2,0,0,2,192.308,96.154
5,3,1,1,0,2,171.643,85.8215
5,3,2,0,0,2,199.266,99.633
5,3,0,0,2,2,159.692,79.8458
5,3,2,0,0,2,225.845,112.923
5,3,0,1,1,2,219.008,109.504
5,3,2,0,0,2,247.797,123.899
5,3,0,2,0,2,125.133,62.5666
5,3,0,2,0,2,156.341,78.1707
5,3,2,0,0,2,181.534,90.7672
5,3,1,1,0,2,240.916,120.458
